"division_numeric_code","start_date","end_date","is_in_union","age_range","data_series_type","group_type_relative_to_baseline","contraceptive_use_modern","contraceptive_use_traditional","contraceptive_use_any","unmet_need_any","geographical_region_bias_reason","has_non_pregnant_and_other_positive_biases","age_group_bias","modern_method_bias","has_absence_of_probing_questions_bias","se_modern","se_traditional","se_unmet_need","se_log_r_modern_no_use","se_log_r_traditional_no_use","se_log_r_unmet_no_need","source_id"
132,1998.161644,1998.663014,"Y","15-49","DHS","MW",0.46,0.069,0.529,0.142,"","N","None","None","N",NA,NA,NA,NA,NA,NA,155
132,2005.49589,2005.99726,"Y","15-49","DHS","MW",0.571,0.043,0.613,0.167,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2942
132,2018.084932,2018.410959,"Y","15-49","National survey","MW",0.546,0.011,0.558,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,9011
116,1995,1995,"Y","15-49","National survey","MW",0.069,0.057,0.126,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,2852
116,1998.328767,1998.578082,"Y","15-49","National survey","MW",0.161,0.057,0.218,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,172
116,2000.084699,2000.579235,"Y","15-49","DHS","MW",0.1875651116,0.05049534161,0.2380604533,0.3304765558,"","N","None","None","N",0.006664521,0.00395982,0.007272621,0.044977551,0.084738886,0.029626297,1825
116,2005.665753,2006.243836,"Y","15-49","DHS","MW",0.2715926691,0.1284226334,0.4000153025,0.2527882439,"","N","None","None","N",0.007187389,0.005386727,0.005925755,0.03788998,0.050195622,0.031268124,1812
116,2010.49589,2011.082192,"Y","15-49","DHS","MW",0.3487330492,0.1566620188,0.5053950681,0.1694928745,"","N","None","None","N",0.007360771,0.00599598,0.005111445,0.032875439,0.046260013,0.036938882,4951
116,2014.413699,2014.99726,"Y","15-49","DHS","MW",0.3881346052,0.1750277591,0.5631623643,0.1246044566,"","N","None","None","N",0.00700552,0.005645566,0.004633131,0.03115738,0.041344215,0.043372275,5566
120,1978,1978,"Y","15-49","Other","MW",NA,NA,0.022,NA,"","N","-","None","N",NA,NA,NA,NA,NA,NA,776
120,1991.246575,1991.745205,"Y","15-49","DHS","MW",0.04280824244,0.1177456064,0.1605538489,0.2234995675,"","N","None","None","N",0.004665233,0.009427907,0.010192651,0.11986843,0.093861424,0.067718447,1798
120,1998.084932,1998.493151,"Y","15-49","DHS","MW",0.07095535218,0.1225199187,0.1934752709,0.2071102354,"","N","None","None","N",0.006219497,0.009427012,0.008884212,0.102547616,0.093288739,0.061519072,1674
120,2000.497268,2000.653005,"Y","15-49","MICS","MW",NA,NA,0.2520526973,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1914
120,2004.084699,2004.663934,"Y","15-49","DHS","MW",0.1304281671,0.1291563427,0.2595845099,0.2051284283,"","N","None","None","N",0.005285041,0.004926559,0.005712904,0.04931122,0.046634246,0.035750666,1786
120,2006.331507,2006.465753,"Y","15-49","MICS","MW",0.1399160616,0.1520933849,0.2920094465,NA,"","N","None","None","Y",0.00588558,0.007844581,NA,0.050067015,0.062045756,NA,2312
120,2011,2011.663014,"Y","15-49","DHS","MW",0.1441850567,0.08948137273,0.2336664294,0.2349206562,"","N","None","None","N",0.00526247,0.004354572,0.005676064,0.045393486,0.056784788,0.034882144,4686
120,2014,2014,"Y","15-49","MICS","MW",0.1993222125,0.1441017442,0.3434239566,0.1797390889,"","N","None","None","Y",0.007481466,0.006255019,0.00592349,0.050665317,0.054856172,0.041470511,5641
120,2018.413699,2018.99726,"Y","15-49","DHS","MW",0.1504627457,0.04278922267,0.1932519684,0.215090219,"","N","None","None","N",0.006454439,0.003594484,0.00614182,0.051981453,0.090416465,0.037583409,7684
124,1984,1984,"Y","15-49","National survey","MW",0.706146,0.025585,0.731,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,2740
124,1995,1995.99726,"Y","15-49","Other","MW",0.73289476,0.01424931,0.74714407,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,2854
124,1998,1998,"Y","15-49","Other","MW",NA,NA,0.8,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,4962
140,1994.665753,1995.243836,"Y","15-49","DHS","MW",0.03234014813,0.1153703575,0.1477105056,0.1907044583,"","N","None","None","N",0.003515686,0.006021894,0.008246481,0.112719186,0.059208768,0.056384063,1732
140,2000.248634,2000.663934,"Y","15-49","MICS","MW",0.1155246449,0.1639027784,0.2794274232,NA,"","N","None","None","N",0.00428326,0.005927912,NA,0.043412555,0.044536774,NA,1934
140,2006.49589,2006.852055,"Y","15-49","MICS","MW",0.1023191238,0.08783899466,0.1901581185,NA,"","N","None","None","Y",0.005400289,0.006011835,NA,0.059402157,0.075701079,NA,54
140,2010.471233,2011.016438,"Y","15-49","MICS","MW",0.113315349,0.03848905869,0.1518044076,0.27,"","N","None","None","Y",0.006429674,0.00343182,0.007304536,0.064462631,0.093542867,0.03432497,4991
140,2018.934247,2019.457534,"Y","15-49","MICS","MW",0.144,0.035,0.178,0.376,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,7500
148,1996.915301,1997.578082,"Y","15-49","DHS","MW",0.01162910316,0.02976626686,0.04139537002,0.1742601905,"","N","None","None","N",0.001329955,0.003313387,0.006671873,0.115726014,0.114747299,0.048040527,1675
148,2000.374317,2000.704918,"Y","15-49","MICS","MW",0.06297988633,0.01570018757,0.0786800739,NA,"","N","None","None","Y",0.006759628,0.00342267,NA,0.115421557,0.223209805,NA,1896
148,2004.557377,2004.939891,"Y","15-49","DHS","MW",0.01636088174,0.01137251606,0.02773339779,0.205822456,"","N","None","None","N",0.002683534,0.002273998,0.009207205,0.167082762,0.202649506,0.057897872,1762
148,2010.115068,2010.410959,"Y","15-49","MICS","MW",0.04381153544,0.00446867408,0.04828020952,0.283,"","N","None","None","Y",0.003858408,0.000808473,0.009523538,0.092278807,0.182517993,0.040242663,4992
148,2014.747945,2015.326027,"Y","15-49","DHS","MW",0.05036918944,0.00613569873,0.05650488817,0.2293366266,"","N","None","None","N",0.00362204,0.000990769,0.005894599,0.07598672,0.163413709,0.033021842,5564
148,2019.356164,2019.947945,"Y","15-49","MICS","MW",0.067,0.013,0.081,0.302,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,7577
152,2006,2006,"Y","15-49","National survey","BS",0.642,NA,0.642,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,3061
152,2015.832877,2016.081967,"Y","15-49","National survey","MW",0.6984474857,0.06418776004,0.7626352458,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,7494
156,1970,1970,"Y","15-49","National survey","MW",0.1347,NA,NA,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2068
156,1971,1971,"Y","15-49","National survey","MW",0.1726,NA,NA,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2068
156,1972,1972,"Y","15-49","National survey","MW",0.22492249,NA,NA,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2068
156,1973,1973,"Y","15-49","National survey","MW",0.2843,NA,NA,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2068
156,1974,1974,"Y","15-49","National survey","MW",0.3442,NA,NA,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2068
156,1975,1975,"Y","15-49","National survey","MW",0.4062,NA,NA,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2068
156,1976,1976,"Y","15-49","National survey","MW",0.45214521,NA,NA,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2068
156,1977,1977,"Y","15-49","National survey","MW",0.4841,NA,NA,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2068
156,1978,1978,"Y","15-49","National survey","MW",0.5023,NA,NA,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2068
156,1979,1979,"Y","15-49","National survey","MW",0.53665366,NA,NA,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2068
156,1980,1980,"Y","15-49","National survey","MW",0.54564543,NA,NA,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2068
156,1981,1981,"Y","15-49","National survey","MW",0.5471,NA,NA,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2068
156,1982,1982,"Y","15-49","National survey","MW",0.5819,NA,NA,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2068
156,1983,1983,"Y","15-49","National survey","MW",0.6422,NA,NA,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2068
156,1984,1984,"Y","15-49","National survey","MW",0.6632,NA,NA,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2068
156,1985,1985,"Y","15-49","National survey","MW",0.6615,NA,NA,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2068
156,1986,1986,"Y","15-49","National survey","MW",0.6573,NA,NA,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2068
156,1987,1987,"Y","15-49","National survey","MW",0.69343065,NA,NA,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2068
156,1988,1988,"Y","15-49","National survey","MW",0.7324,NA,NA,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2068
156,1997.49589,1997.49589,"Y","15-49","National survey","MW",0.833,0.005,0.838,0.027,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2871
156,2001,2001,"Y","15-49","National survey","MW",0.862,0.007,0.869,0.023,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2912
156,2006,2006,"Y","15-49","National survey","MW",0.84,0.006,0.846,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,4963
156,2017,2017,"Y","15-49","National survey","MW",0.805,0.04,0.845,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7509
344,1967,1967,"Y","15-49","National survey","MW",NA,NA,0.42,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,4964
344,1972,1972,"Y","15-49","National survey","MW",0.433,0.065,0.496,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,4681
344,1977,1977,"Y","15-49","National survey","MW",NA,NA,0.719,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,4965
344,1982,1982,"Y","15-49","National survey","MW",NA,NA,0.723,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2726
344,1987,1987,"Y","15-49","National survey","MW",NA,NA,0.808,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2767
344,1992,1992,"Y","15-49","National survey","MW",NA,NA,0.86,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2819
344,1997,1997,"Y","15-49","National survey","MW",NA,NA,0.86,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,3126
344,2002,2002,"Y","15-49","National survey","MW",NA,NA,0.84,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,3127
344,2007,2007,"Y","15-49","National survey","MW",NA,NA,0.795,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5087
344,2012.620219,2012.953552,"Y","15-49","National survey","MW",NA,NA,0.748,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,6007
344,2017,2017,"Y","15-49","National survey","MW",0.645,0.022,0.667,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7735
158,1965,1965,"Y","15-49","National survey","MW",0.216,0.02,0.236,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,7728
158,1967,1967,"Y","15-49","National survey","MW",0.293,0.042,0.335,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,7729
158,1970,1970,"Y","15-49","National survey","MW",0.29,0.084,0.374,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,7730
158,1973,1973,"Y","15-49","National survey","MW",0.475,0.072,0.547,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,7731
158,1979,1979,"Y","15-49","National survey","MW",0.61,0.079,0.689,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,7732
158,1986,1986.161644,"Y","15-49","National survey","MW",0.672,0.075,0.747,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,7727
158,1998,1998,"Y","15-49","National survey","MW",0.777,0.079,0.856,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,7739
158,2004,2004,"Y","15-49","National survey","MW",NA,NA,0.749,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,7740
158,2008,2008,"Y","15-49","National survey","MW",NA,NA,0.7969,NA,"","Y","+","None","Y",NA,NA,NA,NA,NA,NA,9094
158,2012,2012,"Y","15-49","National survey","MW",NA,NA,0.797,NA,"","Y","+","None","Y",NA,NA,NA,NA,NA,NA,9093
158,2016,2016,"Y","15-49","National survey","MW",NA,NA,0.7519,NA,"","Y","+","None","Y",NA,NA,NA,NA,NA,NA,9092
170,1969.038356,1969.671233,"Y","15-49","National survey","MW",0.089,0.115,0.205,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,678
170,1976.355191,1976.606557,"Y","15-49","Other","MW",0.304,0.12,0.425,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,186
170,1980,1980,"Y","15-49","National survey","MW",0.41,0.076,0.485,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,4
170,1986.665753,1986.99726,"Y","15-49","DHS","MW",0.5244390936,0.1233681068,0.6478072005,0.135,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1712
170,1990.328767,1990.663014,"Y","15-49","DHS","MW",0.5461284652,0.1147498943,0.6608783595,0.1372899993,"","N","None","None","N",0.010661313,0.007022368,0.007117742,0.05000368,0.077775504,0.070463531,1860
170,1995.161644,1995.493151,"Y","15-49","DHS","MW",0.5931989839,0.1287627411,0.7219617249,0.113786868,"","N","None","None","N",0.006401407,0.00416515,0.003697095,0.033921273,0.046610147,0.05142266,1862
170,2000.084699,2000.494536,"Y","15-49","DHS","MW",0.6399894508,0.1293644761,0.7693539269,0.1003976221,"","N","None","None","N",0.007046271,0.004980224,0.00408932,0.035587724,0.050880191,0.058687445,1861
170,2004.748634,2005.493151,"Y","15-49","DHS","MW",0.6805935872,0.1003996607,0.7809932479,0.08688252563,"","N","None","None","N",0.003980089,0.002504525,0.002434958,0.023873277,0.035488214,0.042102427,1859
170,2009.832877,2010.912329,"Y","15-49","DHS","MW",0.7287620163,0.06110778274,0.7898697991,0.0813675656,"","N","None","None","N",0.003497093,0.001875444,0.002113827,0.019672492,0.03620551,0.034289419,4945
170,2015.084932,2016.245902,"Y","15-49","DHS","MW",0.759004533,0.05014612831,0.8091506613,0.07037435778,"","N","None","None","N",0.00507234,0.002477851,0.002297565,0.037109533,0.068914673,0.062827552,5788
174,1996.163934,1996.412568,"Y","15-49","DHS","MW",0.1138310894,0.09608323133,0.2099143207,0.3555691554,"","N","None","None","N",0.009130342,0.007972381,0.015161406,0.091864515,0.093259378,0.07314655,1707
174,2000.759563,2000.885246,"Y","15-49","MICS","MW",0.2096967572,0.04869456119,0.2583913184,NA,"","N","None","None","N",0.011132294,0.005660675,NA,0.069868993,0.127367598,NA,1941
174,2012.581967,2012.997268,"Y","15-49","DHS","MW",0.1415772711,0.05206101288,0.193638284,0.3234444125,"","N","None","None","N",0.008186644,0.005220528,0.010816789,0.069717924,0.109480504,0.052125263,5459
178,2005.49589,2005.912329,"Y","15-49","DHS","MW",0.1265123605,0.3162354337,0.4427477943,0.1952077671,"","N","None","None","N",0.007247255,0.010421315,0.008365093,0.07101341,0.052066466,0.065218748,1709
178,2011.665753,2012.161202,"Y","15-49","DHS","MW",0.1998791336,0.2474529941,0.4473321277,0.1836234919,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5050
178,2014.832877,2015.158904,"Y","15-49","MICS","MW",0.1833248901,0.1178700384,0.3011949285,0.1791220439,"","N","None","None","N",0.006808515,0.006867707,0.006186277,0.04647194,0.067526125,0.053448139,5642
184,1996,1996,"Y","15-49","National survey","MW",NA,NA,0.632,0.193,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2865
184,1999,1999,"Y","15-49","National survey","MW",NA,NA,0.494,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,4966
188,1976.535519,1976.704918,"Y","15-49","Other","MW",0.535,0.109,0.644,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,745
188,1978,1978,"Y","15-49","Other","MW",NA,NA,0.635,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,637
188,1981,1981,"Y","15-49","Other","MW",0.559,0.093,0.652,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,742
188,1986,1986,"Y","15-49","Other","MW",0.58,0.11,0.69,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,42
188,1992.759563,1993.161644,"Y","15-49","Other","MW",0.65,0.1,0.75,0.05,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2820
188,1999,1999,"Y","15-49","National survey","MW",0.71,0.09,0.8,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,2886
188,2010.413699,2010.830137,"Y","15-49","National survey","MW",NA,NA,0.821,0.117,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5275
188,2011.734247,2011.90411,"Y","15-49","MICS","MW",0.7473980031,0.01507988185,0.762477885,0.076,"","N","None","None","Y",0.013347124,0.003341101,0.008872812,0.09493809,0.247184682,0.137632978,4993
188,2015.49589,2015.99726,"Y","15-49","Other","MW",0.749,0.028,0.778,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7651
188,2018.161644,2018.410959,"Y","15-49","MICS","MW",0.7,0.009,0.709,0.137,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5762
384,1980,1981,"Y","15-49","Other","MW",0.005,0.024,0.029,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,142
384,1994.413699,1994.912329,"Y","15-49","DHS","MW",0.04312885111,0.07090167004,0.1140305212,0.3041595653,"","N","None","None","N",0.003078603,0.005185658,0.009020408,0.075999522,0.079613801,0.045579886,1779
384,1998.665753,1999.243836,"Y","15-49","DHS","MW",0.07250900583,0.07751307047,0.1500220763,0.2891897148,"","N","None","None","N",0.008536925,0.009348677,0.01379674,0.130196569,0.133767537,0.073004492,1778
384,2006.616438,2006.830137,"Y","15-49","MICS","MW",0.1103054163,0.03574554451,0.1460509609,NA,"","N","None","None","Y",0.00721969,0.004026621,NA,0.074740857,0.118911125,NA,2398
384,2011.915068,2012.412568,"Y","15-49","DHS","MW",0.1247328742,0.05713046146,0.1818633357,0.2712498159,"","N","None","None","N",0.006844595,0.00490647,0.008670462,0.064652168,0.093834217,0.040509696,4687
384,2016.497268,2016.663934,"Y","15-49","MICS","MW",0.1426224067,0.01237648283,0.1549988895,0.305,"","N","None","None","N",0.006118897,0.002154868,NA,0.050223702,0.176850505,NA,5635
384,2017.665753,2017.830137,"Y","15-49","PMA","MW",0.1814937002,0.04072892279,0.2226718975,0.3228158569,"","N","None","None","N",0.017912229,0.006255678,0.014799576,0.118397272,0.148758089,0.070588029,7652
384,2018.49589,2018.663014,"Y","15-49","PMA","MW",0.1780546143,0.03454165566,0.2148806124,0.2545522164,"","N","None","None","N",0.017963773,0.006171312,0.016216966,0.117258065,0.18167056,0.083651798,7654
384,2020.666667,2020.912568,"Y","15-49","PMA","MW",0.1961606969,0.05829608213,0.2553733044,0.2629311312,"","N","None","None","N",0.013097652,0.010889511,0.016693247,0.080640513,0.193588312,0.09083092,9096
192,1987.832877,1987.915068,"Y","15-49","National survey","MW",0.67,0.02,0.7,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,118
192,2000.497268,2000.663934,"Y","15-49","MICS","SA",0.721,0.012,0.733,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,2896
192,2010.832877,2011.326027,"Y","15-49","MICS","MW",0.7317531654,0.0114017009,0.7431548663,0.091,"","N","None","None","Y",0.013044411,0.00251741,0.00896716,0.067251521,0.225554761,0.111683531,4994
192,2014.084932,2014.739726,"Y","15-49","MICS","MW",0.721514273,0.01568447523,0.7371987482,0.0802209029,"","N","None","None","Y",0.01475899,0.004212277,0.008249965,0.077051562,0.285787085,0.118044851,5673
192,2019,2019,"Y","15-49","MICS","MW",0.6794055178,0.01063710107,0.6909513847,0.08780237212,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,7578
203,1958.832877,1959.50137,"Y","15-49","National survey","MW",0.218,0.292,0.51,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7741
203,1970,1970,"Y","15-49","National survey","MW",0.243,0.416,0.66,NA,"Data pertain to Czechoslovakia.","N","?","None","N",NA,NA,NA,NA,NA,NA,4968
203,1993.084932,1993.493151,"Y","15-49","Other","MW",0.449,0.241,0.689,0.146,"","N","?","None","N",NA,NA,NA,NA,NA,NA,2829
203,1997.747945,1997.99726,"Y","15-49","Other","MW",0.628,0.095,0.723,0.108,"","N","?","None","Y",NA,NA,NA,NA,NA,NA,2872
203,2005,2005,"Y","15-49","Other","MW",0.687,0.095,0.782,0.081,"","N","+","+","Y",NA,NA,NA,NA,NA,NA,5455
203,2008,2008,"Y","15-49","Other","MW",0.776,0.087,0.863,0.043,"","N","+","-","Y",NA,NA,NA,NA,NA,NA,5456
408,1990,1992,"Y","15-49","National survey","MW",0.53,0.089,0.619,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2807
408,1997,1997,"Y","15-49","National survey","MW",0.558,0.116,0.673,NA,"Data pertain to a sample of three provinces.","N","+","None","N",NA,NA,NA,NA,NA,NA,2873
408,2002,2002,"Y","15-49","National survey","MW",0.582,0.104,0.686,0.167,"","N","+","None","N",NA,NA,NA,NA,NA,NA,2921
408,2004.535519,2004.606557,"Y","15-49","National survey","MW",0.563,0.114,0.676,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,5374
408,2006.783562,2006.854795,"Y","15-49","National survey","MW",0.585,0.106,0.691,0.158,"","Y","+","None","N",NA,NA,NA,NA,NA,NA,5375
408,2010,2010,"Y","15-49","National survey","MW",0.653,0.06,0.706,0.145,"","Y","+","None","N",NA,NA,NA,NA,NA,NA,5467
408,2014.747945,2014.830137,"Y","15-49","National survey","MW",0.765,0.016,0.782,0.07,"","N","+","None","N",NA,NA,NA,NA,NA,NA,7002
408,2017.580822,2017.830137,"Y","15-49","MICS","MW",0.688,0.014,0.702,0.066,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7572
180,1982,1984,"Y","15-49","National survey","MW",0.044,0.11,0.154,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,4969
180,1991,1991,"Y","15-49","Other","MW",0.023,0.054,0.077,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,2808
180,2001.284932,2001.786301,"Y","15-49","MICS","MW",0.07707581475,0.2368197079,0.3138955226,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,1935
180,2007,2007.663014,"Y","15-49","DHS","MW",0.05789838751,0.148597647,0.2064960345,0.2690992124,"","N","None","None","N",0.006428794,0.009751356,0.010572554,0.120235853,0.078638922,0.061298968,1888
180,2010.10411,2010.315068,"Y","15-49","MICS","MW",0.06600873985,0.1112232268,0.1772319667,0.242,"","N","None","None","Y",0.004749029,0.007069608,0.009596024,0.081034757,0.074310344,0.045682382,4996
180,2013.580822,2014.158904,"Y","15-49","DHS","MW",0.07507263334,0.1292660474,0.2043386808,0.2767255469,"","N","None","None","N",0.00481224,0.00832019,0.008998635,0.074081105,0.07692379,0.044870855,5612
180,2017.923288,2018.49589,"Y","15-49","MICS","MW",0.1758501901,0.1054046226,0.2812868636,0.2874592625,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7798
208,1970,1970,"Y","15-49","National survey","MW",0.54,0.13,0.67,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,5088
208,1975.246575,1975.326027,"Y","15-49","Other","MW",0.599,0.031,0.63,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,5089
208,1991.580822,1993.158904,"Y","15-49","National survey","MW",NA,NA,0.765,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5588
262,2002.747945,2002.953425,"Y","15-49","Other","MW",0.058,0.028,0.09,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,167
262,2006.473973,2006.641096,"Y","15-49","MICS","MW",0.1768902115,0.00144804997,0.1783382615,NA,"","N","None","None","Y",0.012406649,0.000710599,NA,0.085178364,0.490723567,NA,1922
